日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20210521,      11820,      11830,      11530,      11570,      11384,    11939.2,    11384.4, 11646.9636,          24700,          26080,          26120
20210520,      11500,      11790,      11330,      11740,      11296,    11967.6,   11362.66, 11646.1111,          23400,          33040,          26088
20210519,      11200,      11340,      11080,      11320,      11168,    11996.4,   11346.93, 11231.1944,          36000,          40220,          26504
20210518,      11120,      11180,      11020,      11170,      11260,    12035.6,   11331.73,  11117.069,          17400,          36320,          26700
20210517,      11430,      11430,      11040,      11120,      11402,    12071.6,    11316.8, 11142.6298,          28900,          38600,          27284
20210514,      10500,      11250,      10440,      11130,      11588,    12094.8,   11300.13,  10967.916,          59500,          37580,          26828
20210513,      11480,      11540,      11100,      11100,      11788,    12113.6,   11277.73, 11224.4013,          59300,          30060,          25104
20210512,      11920,      12010,      11630,      11780,      12016,      12136,      11254, 11778.4242,          16500,          23640,          23560
20210511,      12130,      12130,      11750,      11880,      12156,    12133.6,    11220.4,  11856.875,          28800,          25220,          24204
20210510,      12220,      12220,      12000,      12050,      12232,    12132.4,    11182.4, 12064.7899,          23800,          24040,          24884
20210507,      12130,      12230,      12030,      12130,      12270,    12106.8,   11143.46, 12139.8174,          21900,          22700,          25828
20210506,      12490,      12560,      12150,      12240,      12296,      12088,   11106.13, 12256.9853,          27200,          20480,          26472
20210430,      12260,      12520,      12190,      12480,      12276,    12055.2,    11062.4,  12387.459,          24400,          17840,          25896
20210428,      12310,      12400,      12190,      12260,      12188,    12007.2,   11014.66, 12276.5502,          22900,          15780,          26108
20210427,      12310,      12340,      12210,      12240,      12122,      11962,    10971.2,  12284.269,          17100,          15020,          25908
20210426,      12060,      12320,      12030,      12260,      12084,    11914.4,   10920.53, 12216.5741,          10800,          16240,          25920
20210423,      11920,      12240,      11920,      12140,      12086,    11867.2,   10864.93, 12102.6429,          14000,          20240,          25804
20210422,      11930,      12120,      11890,      12040,      12152,      11828,   10811.86, 12027.6596,          14100,          23560,          27628
20210421,      11940,      12120,      11790,      11930,      12226,    11803.2,   10758.66,  11922.199,          19100,          28020,          28056
20210420,      12270,      12270,      11910,      12050,      12322,    11782.4,   10707.46, 12053.1466,          23200,          27680,          27852
20210419,      12500,      12540,      12180,      12270,      12370,    11761.6,   10652.93, 12303.2468,          30800,          28000,          28048
20210416,      12500,      12500,      12210,      12470,      12372,    11718.8,    10593.6, 12361.8954,          30600,          26620,          27504
20210415,      12210,      12490,      12000,      12410,      12370,    11674.4,    10531.6, 12328.8736,          36400,          27260,          27364
20210414,      12460,      12470,      12320,      12410,      12348,    11621.2,   10468.13, 12401.8966,          17400,          28160,          27064
20210413,      12280,      12460,      12100,      12290,      12280,    11550.4,    10401.6,      12265,          24800,          31080,          27204
20210412,      12470,      12700,      12280,      12280,      12162,    11471.2,   10335.33,  12451.841,          23900,          29620,          26872
20210409,      12400,      12580,      12300,      12460,      12026,      11396,   10270.13, 12468.6982,          33800,          28120,          26740
20210408,      11930,      12430,      11840,      12300,      11866,    11307.6,   10202.53, 12195.6479,          40900,          25500,          27084
20210407,      11700,      12090,      11620,      12070,      11750,    11224.4,    10136.4, 11898.0938,          32000,          23840,          26904
20210406,      11700,      11930,      11700,      11700,      11706,      11158,   10072.66, 11807.0286,          17500,          26600,          26472
20210405,      11530,      11700,      11420,      11600,      11648,      11112,   10012.93, 11553.5366,          16400,          32580,          27364
20210402,      11860,      11860,      11620,      11660,      11660,      11064,    9955.46, 11701.7391,          20700,          36900,          30628
20210401,      11890,      11940,      11590,      11720,      11612,    11036.8,    9898.53, 11696.4417,          32600,          35320,          32424
20210331,      11410,      11930,      11380,      11850,      11524,    11016.4,    9837.73, 11771.3755,          45800,          34740,          32396
20210330,      11660,      11660,      11120,      11410,      11380,    10982.8,    9775.06, 11306.2658,          47400,          29160,          32192
20210329,      11550,      11780,      11500,      11660,      11308,      10988,    9720.13, 11625.1316,          38000,          23160,          32956
20210326,      11400,      11450,      11260,      11420,      11192,    10998.8,       9660, 11367.8125,          12800,          17140,          33748
20210325,      11240,      11500,      11110,      11280,      11140,      11004,     9604.8, 11265.0842,          29700,          26500,          34880
20210324,      11190,      11240,      10830,      11130,      11168,    11011.2,    9552.93, 11047.4302,          17900,          25520,          35580
20210323,      11180,      11190,      10990,      11050,      11224,    11014.4,    9503.86, 11101.2069,          17400,          24740,          35932
20210322,      11250,      11250,      11060,      11080,      11320,    11017.6,    9457.86, 11142.0253,           7900,          26880,          36756
20210319,      11220,      11370,      11000,      11160,      11344,      11014,    9411.46, 11125.2685,          59600,          28740,          38300
20210318,      11640,      11640,      11290,      11420,      11384,    11003.6,    9361.46, 11399.4758,          24800,          22240,          37484
