日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20210405,       2483,       2530,       2457,       2457,     2316.8,     2218.2,    1967.17,  2490.6301,        1543700,        1203260,         916228
20210402,       2349,       2449,       2332,       2446,     2248.4,    2211.88,    1954.49,  2403.3355,        2484700,         997440,         910912
20210401,       2245,       2310,       2235,       2276,     2189.4,    2199.04,    1940.58,  2269.9669,         832600,         583440,         877976
20210331,       2210,       2238,       2152,       2209,     2172.2,    2197.88,    1928.89,   2201.533,         579000,         518020,         881416
20210330,       2116,       2208,       2105,       2196,     2162.8,       2199,     1918.5,  2181.9174,         576300,         533720,         929808
20210329,       2200,       2202,       2094,       2115,     2172.6,    2204.88,    1907.65,  2141.6527,         514600,         561200,        1016052
20210326,       2200,       2202,       2145,       2151,     2202.8,    2205.08,    1897.18,  2163.4866,         414700,         616400,        1072640
20210325,       2200,       2202,       2126,       2190,     2218.8,    2199.76,    1887.17,  2170.2526,         505500,         677460,        1103824
20210324,       2190,       2219,       2121,       2162,     2226.4,    2194.56,    1876.56,  2175.7284,         657500,         776700,        1164072
20210323,       2287,       2335,       2241,       2245,       2231,    2187.12,    1865.48,  2284.3151,         713700,         777120,        1205576
20210322,       2262,       2325,       2242,       2266,       2212,    2173.24,    1852.61,  2288.4633,         790600,         803700,        1249924
20210319,       2155,       2270,       2151,       2231,       2187,    2156.96,     1838.9,  2225.9707,         720000,         789020,        1345304
20210318,       2248,       2290,       2206,       2228,     2179.4,    2135.36,    1825.25,  2242.3731,        1001700,         843120,        1340048
