日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20210824,       1420,       1478,       1408,       1476,     1428.2,       1355,    1598.78,  1455.2972,         805200,        1307360,         751852
20210823,       1334,       1435,       1330,       1414,     1401.8,    1352.48,    1604.88,  1396.7182,         945700,        1205860,         752020
20210820,       1326,       1419,       1276,       1364,       1385,    1353.92,    1613.36,  1345.1523,        2988700,        1118700,         741740
20210819,       1410,       1495,       1386,       1476,     1376.2,    1356.92,    1623.14,  1466.7815,        1129100,         773500,         639420
20210818,       1350,       1418,       1335,       1411,     1326.4,    1356.44,    1632.53,  1389.9008,         668100,         754960,         611052
20210817,       1325,       1344,       1305,       1344,     1307.2,    1359.12,    1643.29,   1329.176,         297700,         743480,         621680
20210816,       1300,       1339,       1286,       1330,       1312,    1362.88,     1654.7,  1319.9027,         509900,         767520,         636584
20210813,       1239,       1336,       1226,       1320,     1316.8,     1369.2,    1666.09,  1291.4992,        1262700,         786800,         639392
20210812,       1313,       1315,       1227,       1227,     1318.8,    1376.52,    1677.16,  1257.7094,        1036400,         654880,         608044
20210811,       1370,       1370,       1315,       1315,     1335.4,    1387.36,    1689.82,  1329.8837,         610700,         573420,         588584
20210810,       1370,       1395,       1347,       1368,     1336.4,    1395.16,    1702.98,  1371.0467,         417900,         561700,         607764
20210806,       1360,       1378,       1330,       1354,     1326.8,    1400.84,    1714.49,  1352.8791,         606300,         587260,         628776
20210805,       1301,       1345,       1299,       1330,     1315.6,     1408.6,    1725.77,  1328.4251,         603100,         580760,         642828
20210804,       1336,       1336,       1293,       1310,     1313.2,     1417.4,    1737.77,  1307.2567,         629100,         568620,         673572
20210803,       1330,       1355,       1318,       1320,       1311,       1427,    1749.64,  1332.3335,         552100,         579440,         747040
20210802,       1317,       1330,       1291,       1320,       1317,    1445.28,    1762.74,  1315.1252,         545700,         567460,         752284
20210730,       1305,       1325,       1297,       1298,       1325,     1464.2,    1776.65,  1309.8623,         573800,         601640,         743920
20210729,       1318,       1330,       1296,       1318,     1336.4,    1484.28,    1790.74,  1316.9058,         542400,         608560,         735876
20210728,       1362,       1370,       1292,       1299,     1348.6,    1503.56,    1805.02,    1311.82,         683200,         636000,         735356
20210727,       1385,       1398,       1344,       1350,     1370.4,    1523.52,    1820.32,  1357.8753,         492200,         595220,         729684
20210726,       1370,       1414,       1359,       1360,     1386.2,    1542.96,    1835.44,  1382.4581,         716600,         579260,         727924
20210721,       1389,       1390,       1352,       1355,     1396.8,    1564.88,    1850.32,  1364.6813,         608400,         597820,         710736
20210720,       1408,       1422,       1371,       1379,     1415.8,     1588.4,    1864.16,   1389.234,         679600,         613880,         699928
20210719,       1415,       1433,       1402,       1408,     1427.8,    1611.44,    1878.26,  1415.0576,         479300,         564100,         686572
20210716,       1405,       1431,       1396,       1429,       1439,     1632.2,    1891.65,   1415.031,         412400,         552220,         682536
20210715,       1440,       1464,       1406,       1413,     1448.8,    1651.52,    1903.76,  1425.6411,         809400,         656500,         692772
20210714,       1420,       1453,       1407,       1450,     1453.8,    1672.56,       1919,  1437.2047,         688700,         628680,         682988
20210713,       1464,       1484,       1439,       1439,     1461.4,     1689.6,    1932.74,  1451.4959,         430700,         606960,         677116
20210712,       1488,       1493,       1449,       1464,     1474.2,    1704.04,    1947.12,  1466.1991,         419900,         616620,         674524
20210709,       1423,       1487,       1410,       1478,       1481,    1717.16,    1962.38,  1453.7404,         933800,         642620,         686468
20210708,       1491,       1504,       1425,       1438,     1487.4,    1732.68,     1977.4,  1452.1149,         670300,         673900,         673264
20210707,       1512,       1534,       1486,       1488,     1501.8,    1748.92,    1994.22,  1502.5758,         580100,         728480,         662548
20210706,       1495,       1510,       1483,       1503,     1513.8,     1763.8,    2010.97,  1498.0102,         479000,         803980,         662904
20210705,       1503,       1542,       1487,       1498,     1523.2,     1775.8,    2027.46,   1504.792,         549900,         982520,         674708
20210702,       1487,       1513,       1466,       1510,     1533.6,    1788.48,    2043.49,  1493.0358,        1090200,        1365700,         671788
20210701,       1539,       1544,       1491,       1510,       1587,    1799.24,    2058.12,   1515.807,         943200,        1284300,         657540
20210630,       1550,       1577,       1527,       1548,     1643.6,    1806.96,    2073.97,  1549.4671,         957600,        1162980,         641344
20210629,       1551,       1575,       1513,       1550,       1694,    1813.88,    2088.08,   1546.122,        1371700,        1046000,         622408
20210628,       1657,       1683,       1533,       1550,       1744,     1820.8,    2101.65,  1583.3634,        2465800,         877540,         580680
20210625,       1794,       1807,       1754,       1777,     1793.6,    1827.68,    2116.01,  1777.3004,         683200,         492660,         505176
20210624,       1815,       1825,       1780,       1793,     1805.4,    1826.96,    2129.13,  1794.9819,         336600,         445660,         493080
20210623,       1820,       1860,       1780,       1800,     1828.4,    1825.04,    2142.02,   1805.546,         372700,         435720,         492528
20210622,       1851,       1884,       1787,       1800,       1857,    1823.64,    2155.33,  1833.3219,         529400,         428820,         488720
20210621,       1778,       1829,       1770,       1798,       1888,    1822.48,    2171.04,  1795.9296,         541400,         392080,         483212
20210618,       1900,       1905,       1821,       1836,     1913.8,    1819.64,    2186.74,  1849.2461,         448200,         359480,         479208
20210617,       1932,       1947,       1904,       1908,       1929,    1818.12,    2198.66,  1922.8435,         286900,         403500,         487640
20210616,       1968,       1968,       1914,       1943,     1935.2,    1812.92,    2210.66,  1935.8977,         338200,         459080,         531420
20210615,       1938,       1974,       1919,       1955,     1921.8,       1804,    2224.38,  1955.4183,         345700,         499820,         564104
20210614,       1936,       1938,       1870,       1927,     1890.8,    1795.32,    2236.32,  1915.7754,         378400,         503860,         602876
20210611,       1979,       1995,       1905,       1912,     1863.8,       1792,    2250.76,   1951.157,         668300,         571880,         624936
20210610,       1858,       1943,       1852,       1939,     1854.6,    1789.84,     2266.4,  1915.1441,         564800,         558960,         652624
20210609,       1814,       1899,       1790,       1876,     1835.6,     1789.6,    2281.61,  1860.8802,         541900,         526480,         669044
20210608,       1800,       1816,       1785,       1800,     1832.4,    1796.56,    2297.53,   1799.003,         365900,         535900,         682224
20210607,       1854,       1854,       1782,       1792,       1833,    1808.48,    2314.86,  1805.2953,         718500,         617540,         694060
20210604,       1844,       1907,       1828,       1866,     1837.6,       1824,    2332.24,  1871.6038,         603700,         569220,         688744
20210603,       1858,       1872,       1826,       1844,     1820.2,    1838.08,    2347.89,  1851.2647,         402400,         595280,         679332
20210602,       1798,       1874,       1783,       1860,       1792,    1852.32,    2361.97,  1844.2879,         589000,         622460,         677160
20210601,       1840,       1844,       1735,       1803,     1764.2,    1865.28,    2376.48,  1780.8938,         774100,         601500,         673936
20210531,       1784,       1833,       1784,       1815,     1748.2,    1879.16,    2391.24,  1819.4395,         476900,         512380,         680180
20210528,       1740,       1806,       1730,       1779,     1729.6,    1893.64,     2405.4,  1773.8749,         734000,         532640,         713840
20210527,       1725,       1750,       1695,       1703,     1725.6,    1914.56,    2419.73,   1710.655,         538300,         462000,         723604
20210526,       1717,       1739,       1682,       1721,       1734,    1935.68,    2434.49,  1715.0787,         484200,         418900,         731780
20210525,       1725,       1754,       1720,       1723,     1742.8,    1954.84,    2448.98,  1732.7863,         328500,         377560,         737344
20210524,       1749,       1770,       1712,       1722,     1752.4,    1975.12,    2462.48,  1727.4351,         578200,         390200,         759524
20210521,       1763,       1786,       1735,       1759,     1753.4,    1994.24,    2475.52,  1759.3921,         380800,         362820,         798976
20210520,       1756,       1788,       1734,       1745,     1761.2,       2016,    2489.66,  1755.1171,         322800,         418460,         804560
20210519,       1749,       1791,       1740,       1765,     1767.8,    2040.72,     2506.4,  1766.7272,         277500,         630180,         808936
20210518,       1716,       1786,       1715,       1771,     1758.8,    2064.32,    2521.56,  1764.1504,         391700,         805740,         823156
20210517,       1770,       1799,       1716,       1727,     1752.2,    2089.04,    2537.32,  1745.0403,         441300,         990400,         827380
20210514,       1738,       1818,       1731,       1798,     1775.6,     2117.8,    2553.77,  1764.9751,         659000,        1088120,         826832
20210513,       1703,       1841,       1687,       1778,     1787.6,    2145.24,    2569.08,  1765.2189,        1381400,        1228420,         811544
20210512,       1778,       1789,       1696,       1720,     1818.6,    2173.16,    2583.37,  1726.3009,        1155300,        1147200,         781400
20210511,       1820,       1822,       1726,       1738,     1884.6,    2200.08,    2598.97,  1760.7624,        1315000,        1090420,         760124
20210510,       1844,       1877,       1811,       1844,     1956.6,    2228.04,    2614.68,  1844.2269,         929900,         959780,         729504
20210507,       1890,       1908,       1834,       1858,     2023.8,    2250.76,    2630.62,  1862.3109,        1360500,         890920,         718808
20210506,       2006,       2018,       1928,       1933,     2095.8,    2269.92,    2647.98,   1970.275,         975300,         692500,         764340
20210430,       2090,       2101,       2033,       2050,     2149.2,    2294.84,    2665.48,  2057.0395,         871400,         567060,         761920
20210428,       2172,       2192,       2077,       2098,       2176,    2312.08,    2680.94,  2118.7517,         661800,         494460,         748952
20210427,       2209,       2242,       2133,       2180,     2186.4,    2328.84,    2697.17,  2195.6708,         585600,         548140,         746404
20210426,       2193,       2231,       2183,       2218,     2185.8,       2346,    2712.84,   2216.348,         368400,         694700,         737948
20210423,       2163,       2222,       2151,       2200,     2202.6,    2361.44,    2726.13,  2198.2993,         348100,         816640,         746312
20210422,       2154,       2194,       2153,       2184,     2208.8,    2381.44,     2738.8,  2179.0252,         508400,         895560,         744572
20210421,       2130,       2190,       2084,       2150,       2212,    2403.84,    2754.54,  2137.5139,         930200,         918540,         741980
20210420,       2249,       2253,       2155,       2177,       2228,    2427.44,    2767.74,   2199.208,        1318400,         909100,         717456
20210419,       2240,       2330,       2206,       2302,     2232.6,    2448.36,    2780.45,  2280.6094,         978100,         958320,         684316
20210416,       2230,       2252,       2211,       2231,     2232.8,    2460.56,    2792.42,   2229.813,         742700,         866780,         664448
20210415,       2213,       2232,       2172,       2200,     2259.2,    2479.28,    2806.54,  2196.8739,         623300,         804680,         665448
20210414,       2167,       2248,       2167,       2230,     2290.2,    2495.52,    2828.41,  2221.1571,         883000,         806620,         675628
20210413,       2280,       2317,       2192,       2200,       2322,    2509.04,    2849.48,   2227.105,        1564500,         729480,         669308
20210412,       2337,       2343,       2296,       2303,     2371.2,    2526.12,    2870.48,  2311.3741,         520400,         502100,         651060
20210409,       2377,       2415,       2353,       2363,     2407.4,    2544.44,    2892.77,  2384.8103,         432200,         453380,         655016
20210408,       2377,       2393,       2312,       2355,       2430,    2560.32,    2914.26,  2355.9817,         633000,         492500,         670128
20210407,       2446,       2494,       2376,       2389,     2437.6,    2578.04,    2937.73,  2430.7752,         497300,         490580,         716836
20210406,       2497,       2502,       2391,       2446,     2447.2,     2601.6,    2956.41,  2436.4899,         427600,         501020,         725596
20210405,       2500,       2504,       2460,       2484,     2440.4,     2622.8,    2973.26,  2489.7377,         276800,         548000,         816496
20210402,       2390,       2504,       2376,       2476,       2411,    2632.64,    2990.48,  2467.8245,         627800,         992400,         832380
20210401,       2469,       2479,       2371,       2393,       2427,    2645.92,    3006.06,  2403.0581,         623400,        1049800,         854280
20210331,       2390,       2463,       2351,       2437,     2444.6,    2669.08,    3017.62,  2428.5814,         549500,        1034560,         868132
20210330,       2320,       2415,       2302,       2412,     2460.6,     2685.6,     3026.8,  2367.9265,         662500,        1044280,         884968
20210329,       2406,       2494,       2270,       2337,       2500,    2709.52,    3036.24,  2369.0231,        2498800,         986620,         873220
20210326,       2525,       2576,       2457,       2556,     2553.4,    2739.44,    3045.14,  2520.3575,         914800,         602360,         794696
20210325,       2532,       2560,       2426,       2481,     2582.2,     2760.4,     3051.8,  2470.4503,         547200,         480320,         772720
20210324,       2600,       2620,       2498,       2517,     2634.8,    2783.96,    3059.18,  2536.3203,         598100,         459600,         772744
20210323,       2600,       2683,       2593,       2609,     2679.4,    2807.28,    3068.36,  2637.9246,         374200,         403400,         764140
20210322,       2695,       2698,       2589,       2604,     2697.6,    2826.72,     3077.3,  2629.4769,         577500,         426540,         787340
20210319,       2694,       2772,       2669,       2700,     2698.2,    2844.16,    3086.12,  2719.3713,         304600,         407320,         792316
20210318,       2754,       2820,       2721,       2744,       2698,    2852.16,    3093.32,  2764.9389,         443600,         499940,         796780
